clip_name,frame_number,timestamp,time_since_prev_s,original_image_path,experiment_image_path,is_keyframe,anchor_sample
clip_sample_001,11,1533151611162404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611162404.jpg,results/clips/clip_sample_001/frame_011.jpg,False,sample_001
clip_sample_001,12,1533151611262404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611262404.jpg,results/clips/clip_sample_001/frame_012.jpg,False,sample_001
clip_sample_001,13,1533151611362404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611362404.jpg,results/clips/clip_sample_001/frame_013.jpg,False,sample_001
clip_sample_001,14,1533151611412404,0.05,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611412404.jpg,results/clips/clip_sample_001/frame_014.jpg,True,sample_001
clip_sample_001,15,1533151611512404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611512404.jpg,results/clips/clip_sample_001/frame_015.jpg,False,sample_001
clip_sample_001,16,1533151611612404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611612404.jpg,results/clips/clip_sample_001/frame_016.jpg,False,sample_001
clip_sample_001,17,1533151611662413,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611662413.jpg,results/clips/clip_sample_001/frame_017.jpg,False,sample_001
clip_sample_001,18,1533151611762404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611762404.jpg,results/clips/clip_sample_001/frame_018.jpg,False,sample_001
clip_sample_001,19,1533151611862404,0.1,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611862404.jpg,results/clips/clip_sample_001/frame_019.jpg,True,sample_001
clip_sample_001,20,1533151611912404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611912404.jpg,results/clips/clip_sample_001/frame_020.jpg,False,sample_001
clip_sample_001,21,1533151612012404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612012404.jpg,results/clips/clip_sample_001/frame_021.jpg,False,sample_001
clip_sample_001,22,1533151612112404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612112404.jpg,results/clips/clip_sample_001/frame_022.jpg,False,sample_001
clip_sample_001,23,1533151612162404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612162404.jpg,results/clips/clip_sample_001/frame_023.jpg,False,sample_001
clip_sample_001,24,1533151612262404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612262404.jpg,results/clips/clip_sample_001/frame_024.jpg,False,sample_001
clip_sample_001,25,1533151612362404,0.1,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612362404.jpg,results/clips/clip_sample_001/frame_025.jpg,True,sample_001
clip_sample_001,26,1533151612412404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612412404.jpg,results/clips/clip_sample_001/frame_026.jpg,False,sample_001
clip_sample_001,27,1533151612512404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612512404.jpg,results/clips/clip_sample_001/frame_027.jpg,False,sample_001
clip_sample_001,28,1533151612612404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612612404.jpg,results/clips/clip_sample_001/frame_028.jpg,False,sample_001
clip_sample_001,29,1533151612662404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612662404.jpg,results/clips/clip_sample_001/frame_029.jpg,False,sample_001
clip_sample_001,30,1533151612762404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612762404.jpg,results/clips/clip_sample_001/frame_030.jpg,False,sample_001
clip_sample_001,31,1533151612862404,0.1,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612862404.jpg,results/clips/clip_sample_001/frame_031.jpg,True,sample_001
clip_sample_001,32,1533151612912404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612912404.jpg,results/clips/clip_sample_001/frame_032.jpg,False,sample_001
clip_sample_001,33,1533151613012404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613012404.jpg,results/clips/clip_sample_001/frame_033.jpg,False,sample_001
clip_sample_001,34,1533151613112404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613112404.jpg,results/clips/clip_sample_001/frame_034.jpg,False,sample_001
clip_sample_001,35,1533151613162404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613162404.jpg,results/clips/clip_sample_001/frame_035.jpg,False,sample_001
clip_sample_001,36,1533151613262404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613262404.jpg,results/clips/clip_sample_001/frame_036.jpg,False,sample_001
clip_sample_003,1,1535489299012404,0.0,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299012404.jpg,results/clips/clip_sample_003/frame_001.jpg,True,sample_003
clip_sample_003,2,1535489299112404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299112404.jpg,results/clips/clip_sample_003/frame_002.jpg,False,sample_003
clip_sample_003,3,1535489299162404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299162404.jpg,results/clips/clip_sample_003/frame_003.jpg,False,sample_003
clip_sample_003,4,1535489299262404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299262404.jpg,results/clips/clip_sample_003/frame_004.jpg,False,sample_003
clip_sample_003,5,1535489299362404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299362404.jpg,results/clips/clip_sample_003/frame_005.jpg,False,sample_003
clip_sample_003,6,1535489299412414,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299412414.jpg,results/clips/clip_sample_003/frame_006.jpg,False,sample_003
clip_sample_003,7,1535489299512404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299512404.jpg,results/clips/clip_sample_003/frame_007.jpg,True,sample_003
clip_sample_003,8,1535489299612404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299612404.jpg,results/clips/clip_sample_003/frame_008.jpg,False,sample_003
clip_sample_003,9,1535489299662404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299662404.jpg,results/clips/clip_sample_003/frame_009.jpg,False,sample_003
clip_sample_003,10,1535489299762404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299762404.jpg,results/clips/clip_sample_003/frame_010.jpg,False,sample_003
clip_sample_003,11,1535489299862404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299862404.jpg,results/clips/clip_sample_003/frame_011.jpg,False,sample_003
clip_sample_003,12,1535489299912404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299912404.jpg,results/clips/clip_sample_003/frame_012.jpg,False,sample_003
clip_sample_003,13,1535489300012404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300012404.jpg,results/clips/clip_sample_003/frame_013.jpg,True,sample_003
clip_sample_003,14,1535489300112404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300112404.jpg,results/clips/clip_sample_003/frame_014.jpg,False,sample_003
clip_sample_003,15,1535489300162404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300162404.jpg,results/clips/clip_sample_003/frame_015.jpg,False,sample_003
clip_sample_003,16,1535489300262404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300262404.jpg,results/clips/clip_sample_003/frame_016.jpg,False,sample_003
clip_sample_003,17,1535489300362404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300362404.jpg,results/clips/clip_sample_003/frame_017.jpg,False,sample_003
clip_sample_003,18,1535489300412404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300412404.jpg,results/clips/clip_sample_003/frame_018.jpg,False,sample_003
clip_sample_003,19,1535489300512404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300512404.jpg,results/clips/clip_sample_003/frame_019.jpg,True,sample_003
clip_sample_003,20,1535489300612404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300612404.jpg,results/clips/clip_sample_003/frame_020.jpg,False,sample_003
clip_sample_003,21,1535489300662404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300662404.jpg,results/clips/clip_sample_003/frame_021.jpg,False,sample_003
clip_sample_003,22,1535489300762404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300762404.jpg,results/clips/clip_sample_003/frame_022.jpg,False,sample_003
clip_sample_003,23,1535489300862404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300862404.jpg,results/clips/clip_sample_003/frame_023.jpg,False,sample_003
clip_sample_003,24,1535489300912404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300912404.jpg,results/clips/clip_sample_003/frame_024.jpg,False,sample_003
clip_sample_003,25,1535489301012404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301012404.jpg,results/clips/clip_sample_003/frame_025.jpg,True,sample_003
clip_sample_003,26,1535489301112404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301112404.jpg,results/clips/clip_sample_003/frame_026.jpg,False,sample_003
clip_sample_003,27,1535489301162404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301162404.jpg,results/clips/clip_sample_003/frame_027.jpg,False,sample_003
clip_sample_003,28,1535489301262404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301262404.jpg,results/clips/clip_sample_003/frame_028.jpg,False,sample_003
clip_sample_003,29,1535489301362404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301362404.jpg,results/clips/clip_sample_003/frame_029.jpg,False,sample_003
clip_sample_003,30,1535489301412404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301412404.jpg,results/clips/clip_sample_003/frame_030.jpg,False,sample_003
clip_sample_003,31,1535489301512404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301512404.jpg,results/clips/clip_sample_003/frame_031.jpg,True,sample_003
clip_sample_003,32,1535489301612404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301612404.jpg,results/clips/clip_sample_003/frame_032.jpg,False,sample_003
clip_sample_003,33,1535489301662404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301662404.jpg,results/clips/clip_sample_003/frame_033.jpg,False,sample_003
clip_sample_003,34,1535489301762404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301762404.jpg,results/clips/clip_sample_003/frame_034.jpg,False,sample_003
clip_sample_003,35,1535489301862404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301862404.jpg,results/clips/clip_sample_003/frame_035.jpg,False,sample_003
clip_sample_003,36,1535489301912404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301912404.jpg,results/clips/clip_sample_003/frame_036.jpg,False,sample_003
clip_sample_006,1,1535657122612404,0.0,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122612404.jpg,results/clips/clip_sample_006/frame_001.jpg,True,sample_006
clip_sample_006,2,1535657122662404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122662404.jpg,results/clips/clip_sample_006/frame_002.jpg,False,sample_006
clip_sample_006,3,1535657122762404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122762404.jpg,results/clips/clip_sample_006/frame_003.jpg,False,sample_006
clip_sample_006,4,1535657122862404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122862404.jpg,results/clips/clip_sample_006/frame_004.jpg,False,sample_006
clip_sample_006,5,1535657122912404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122912404.jpg,results/clips/clip_sample_006/frame_005.jpg,False,sample_006
clip_sample_006,6,1535657123012404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123012404.jpg,results/clips/clip_sample_006/frame_006.jpg,False,sample_006
clip_sample_006,7,1535657123112404,0.1,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123112404.jpg,results/clips/clip_sample_006/frame_007.jpg,True,sample_006
clip_sample_006,8,1535657123162404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123162404.jpg,results/clips/clip_sample_006/frame_008.jpg,False,sample_006
clip_sample_006,9,1535657123262404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123262404.jpg,results/clips/clip_sample_006/frame_009.jpg,False,sample_006
clip_sample_006,10,1535657123362404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123362404.jpg,results/clips/clip_sample_006/frame_010.jpg,False,sample_006
clip_sample_006,11,1535657123412404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123412404.jpg,results/clips/clip_sample_006/frame_011.jpg,False,sample_006
clip_sample_006,12,1535657123512404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123512404.jpg,results/clips/clip_sample_006/frame_012.jpg,False,sample_006
clip_sample_006,13,1535657123612404,0.1,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123612404.jpg,results/clips/clip_sample_006/frame_013.jpg,True,sample_006
clip_sample_006,14,1535657123662404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123662404.jpg,results/clips/clip_sample_006/frame_014.jpg,False,sample_006
clip_sample_006,15,1535657123762404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123762404.jpg,results/clips/clip_sample_006/frame_015.jpg,False,sample_006
clip_sample_006,16,1535657123862404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123862404.jpg,results/clips/clip_sample_006/frame_016.jpg,False,sample_006
clip_sample_006,17,1535657123912404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123912404.jpg,results/clips/clip_sample_006/frame_017.jpg,False,sample_006
clip_sample_006,18,1535657124012404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124012404.jpg,results/clips/clip_sample_006/frame_018.jpg,False,sample_006
clip_sample_006,19,1535657124112404,0.1,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124112404.jpg,results/clips/clip_sample_006/frame_019.jpg,True,sample_006
clip_sample_006,20,1535657124162404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124162404.jpg,results/clips/clip_sample_006/frame_020.jpg,False,sample_006
clip_sample_006,21,1535657124262404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124262404.jpg,results/clips/clip_sample_006/frame_021.jpg,False,sample_006
clip_sample_006,22,1535657124362404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124362404.jpg,results/clips/clip_sample_006/frame_022.jpg,False,sample_006
clip_sample_006,23,1535657124412404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124412404.jpg,results/clips/clip_sample_006/frame_023.jpg,False,sample_006
clip_sample_006,24,1535657124512404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124512404.jpg,results/clips/clip_sample_006/frame_024.jpg,False,sample_006
clip_sample_006,25,1535657124612404,0.1,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124612404.jpg,results/clips/clip_sample_006/frame_025.jpg,True,sample_006
clip_sample_006,26,1535657124662404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124662404.jpg,results/clips/clip_sample_006/frame_026.jpg,False,sample_006
clip_sample_006,27,1535657124762404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124762404.jpg,results/clips/clip_sample_006/frame_027.jpg,False,sample_006
clip_sample_006,28,1535657124862404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124862404.jpg,results/clips/clip_sample_006/frame_028.jpg,False,sample_006
clip_sample_006,29,1535657124912404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124912404.jpg,results/clips/clip_sample_006/frame_029.jpg,False,sample_006
clip_sample_006,30,1535657125012404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125012404.jpg,results/clips/clip_sample_006/frame_030.jpg,False,sample_006
clip_sample_006,31,1535657125112404,0.1,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125112404.jpg,results/clips/clip_sample_006/frame_031.jpg,True,sample_006
clip_sample_006,32,1535657125162404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125162404.jpg,results/clips/clip_sample_006/frame_032.jpg,False,sample_006
clip_sample_006,33,1535657125262404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125262404.jpg,results/clips/clip_sample_006/frame_033.jpg,False,sample_006
clip_sample_006,34,1535657125362404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125362404.jpg,results/clips/clip_sample_006/frame_034.jpg,False,sample_006
clip_sample_006,35,1535657125412404,0.05,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125412404.jpg,results/clips/clip_sample_006/frame_035.jpg,False,sample_006
clip_sample_006,36,1535657125512404,0.1,sweeps/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125512404.jpg,results/clips/clip_sample_006/frame_036.jpg,False,sample_006
