clip,frame_number,timestamp,class,confidence,x1,y1,x2,y2,inference_time_ms
clip_sample_001,4,1533151610612404,car,0.9031,1173.59,464.46,1600.0,665.49,100.52
clip_sample_001,4,1533151610612404,car,0.86398,520.23,465.41,672.23,559.92,100.52
clip_sample_001,4,1533151610612404,car,0.83809,861.27,453.29,908.39,492.86,100.52
clip_sample_001,4,1533151610612404,car,0.68584,985.89,448.53,1049.41,499.0,100.52
clip_sample_001,4,1533151610612404,car,0.45591,769.43,444.31,799.97,471.12,100.52
clip_sample_001,4,1533151610612404,car,0.42393,644.68,435.24,720.02,496.33,100.52
clip_sample_001,4,1533151610612404,car,0.25142,399.78,477.3,466.78,505.73,100.52
clip_sample_001,4,1533151610612404,car,0.22409,812.18,450.08,836.57,465.74,100.52
clip_sample_001,4,1533151610612404,car,0.19226,719.01,445.61,753.01,483.39,100.52
clip_sample_001,4,1533151610612404,car,0.17949,911.89,449.76,950.95,473.84,100.52
clip_sample_001,4,1533151610612404,car,0.16384,950.17,449.69,994.08,493.94,100.52
clip_sample_001,4,1533151610612404,car,0.16039,1249.51,438.41,1312.05,478.14,100.52
clip_sample_001,4,1533151610612404,car,0.15848,949.74,447.46,995.77,486.97,100.52
clip_sample_001,4,1533151610612404,car,0.15236,936.33,447.81,963.1,478.76,100.52
clip_sample_001,4,1533151610612404,traffic light,0.15113,1217.02,289.13,1243.59,332.08,100.52
clip_sample_001,4,1533151610612404,car,0.11163,400.76,477.03,462.97,501.37,100.52
clip_sample_001,4,1533151610612404,person,0.10542,1515.97,447.08,1554.3,520.56,100.52
clip_sample_001,4,1533151610612404,car,0.09398,687.76,448.41,722.68,493.5,100.52
clip_sample_001,4,1533151610612404,person,0.08106,1522.14,447.84,1555.41,521.23,100.52
clip_sample_001,4,1533151610612404,person,0.08041,266.26,477.61,299.39,512.8,100.52
clip_sample_001,4,1533151610612404,car,0.07935,643.64,444.1,719.07,496.42,100.52
clip_sample_001,4,1533151610612404,car,0.07758,690.99,440.12,724.88,491.97,100.52
clip_sample_001,4,1533151610612404,car,0.07752,495.95,459.4,548.59,498.75,100.52
clip_sample_001,4,1533151610612404,car,0.07491,733.31,447.74,759.59,478.67,100.52
clip_sample_001,4,1533151610612404,car,0.06636,716.66,449.47,751.04,488.03,100.52
clip_sample_001,4,1533151610612404,truck,0.0633,861.27,453.29,908.39,492.86,100.52
clip_sample_001,4,1533151610612404,car,0.06042,803.27,447.25,824.47,467.95,100.52
clip_sample_001,4,1533151610612404,car,0.05986,1092.13,451.46,1130.73,482.06,100.52
clip_sample_001,4,1533151610612404,car,0.05825,646.44,453.07,696.0,498.18,100.52
clip_sample_001,4,1533151610612404,car,0.05376,454.41,461.07,545.74,504.33,100.52
clip_sample_001,4,1533151610612404,person,0.05085,1471.08,435.35,1492.18,481.42,100.52
clip_sample_001,5,1533151610662404,car,0.92984,17.11,460.39,533.46,650.98,99.3
clip_sample_001,5,1533151610662404,car,0.9113,1173.43,464.45,1600.0,670.95,99.3
clip_sample_001,5,1533151610662404,car,0.85252,523.3,465.78,671.46,559.25,99.3
clip_sample_001,5,1533151610662404,car,0.84868,861.6,452.71,908.18,492.71,99.3
clip_sample_001,5,1533151610662404,car,0.67101,982.72,448.86,1050.33,499.07,99.3
clip_sample_001,5,1533151610662404,car,0.52594,767.65,444.72,800.26,472.04,99.3
clip_sample_001,5,1533151610662404,car,0.51643,644.76,435.95,719.11,496.83,99.3
clip_sample_001,5,1533151610662404,car,0.27216,812.16,449.85,837.24,465.78,99.3
clip_sample_001,5,1533151610662404,person,0.20637,19.63,483.22,56.65,565.63,99.3
clip_sample_001,5,1533151610662404,car,0.19934,1252.87,440.17,1311.18,477.98,99.3
clip_sample_001,5,1533151610662404,car,0.18859,398.6,477.51,465.4,505.58,99.3
clip_sample_001,5,1533151610662404,car,0.17404,717.1,442.69,750.99,484.21,99.3
clip_sample_001,5,1533151610662404,car,0.16659,937.02,448.14,964.67,479.04,99.3
clip_sample_001,5,1533151610662404,car,0.15409,912.78,449.96,949.96,473.37,99.3
clip_sample_001,5,1533151610662404,car,0.13434,949.72,448.12,995.24,485.55,99.3
clip_sample_001,5,1533151610662404,car,0.12086,953.6,450.79,994.34,494.76,99.3
clip_sample_001,5,1533151610662404,traffic light,0.11199,1221.4,288.38,1248.07,335.05,99.3
clip_sample_001,5,1533151610662404,car,0.11006,399.09,477.42,460.69,501.23,99.3
clip_sample_001,5,1533151610662404,person,0.104,1218.15,406.75,1251.98,521.4,99.3
clip_sample_001,5,1533151610662404,car,0.09069,486.61,458.85,545.8,503.51,99.3
clip_sample_001,5,1533151610662404,car,0.08767,805.36,447.93,826.73,468.06,99.3
clip_sample_001,5,1533151610662404,car,0.08271,685.01,446.06,721.79,494.36,99.3
clip_sample_001,5,1533151610662404,person,0.07982,1527.89,449.67,1563.98,523.07,99.3
clip_sample_001,5,1533151610662404,car,0.07935,488.67,458.2,546.96,501.82,99.3
clip_sample_001,5,1533151610662404,person,0.07204,268.32,478.58,298.81,511.13,99.3
clip_sample_001,5,1533151610662404,car,0.06836,1403.69,436.11,1483.27,476.9,99.3
clip_sample_001,5,1533151610662404,car,0.06437,693.09,439.86,725.66,493.1,99.3
clip_sample_001,5,1533151610662404,car,0.06341,735.13,445.9,758.68,479.47,99.3
clip_sample_001,5,1533151610662404,truck,0.06119,861.6,452.71,908.18,492.71,99.3
clip_sample_001,5,1533151610662404,car,0.06003,763.19,444.51,796.54,473.44,99.3
clip_sample_001,5,1533151610662404,car,0.0547,713.93,446.79,747.47,488.87,99.3
clip_sample_001,5,1533151610662404,truck,0.05443,644.76,435.95,719.11,496.83,99.3
clip_sample_001,6,1533151610762404,car,0.92925,1184.9,464.45,1600.0,677.83,108.19
clip_sample_001,6,1533151610762404,car,0.92598,30.82,460.38,550.39,653.63,108.19
clip_sample_001,6,1533151610762404,car,0.86315,528.67,464.64,670.2,559.05,108.19
clip_sample_001,6,1533151610762404,car,0.84986,862.02,453.76,907.5,492.46,108.19
clip_sample_001,6,1533151610762404,person,0.68164,2.98,478.52,45.14,577.56,108.19
clip_sample_001,6,1533151610762404,car,0.6213,988.78,450.76,1051.52,500.22,108.19
clip_sample_001,6,1533151610762404,car,0.50941,645.27,435.46,718.06,496.21,108.19
clip_sample_001,6,1533151610762404,car,0.5043,768.73,443.78,801.19,471.93,108.19
clip_sample_001,6,1533151610762404,car,0.20249,717.69,444.89,751.97,484.58,108.19
clip_sample_001,6,1533151610762404,car,0.1776,1257.16,441.09,1313.15,477.35,108.19
clip_sample_001,6,1533151610762404,car,0.17505,486.26,457.79,547.14,502.11,108.19
clip_sample_001,6,1533151610762404,person,0.1707,1550.12,448.85,1588.61,525.46,108.19
clip_sample_001,6,1533151610762404,car,0.16746,812.71,449.87,837.48,465.67,108.19
clip_sample_001,6,1533151610762404,car,0.15308,945.57,447.46,995.77,485.09,108.19
clip_sample_001,6,1533151610762404,car,0.1524,910.23,450.06,948.71,474.08,108.19
clip_sample_001,6,1533151610762404,car,0.14416,948.62,449.48,995.65,494.74,108.19
clip_sample_001,6,1533151610762404,traffic light,0.14177,1223.89,284.07,1260.22,339.1,108.19
clip_sample_001,6,1533151610762404,car,0.13533,938.62,448.38,966.7,479.13,108.19
clip_sample_001,6,1533151610762404,person,0.13307,1478.37,439.8,1502.27,476.52,108.19
clip_sample_001,6,1533151610762404,car,0.07284,685.69,447.21,720.76,494.31,108.19
clip_sample_001,6,1533151610762404,car,0.07203,735.3,448.99,760.32,478.89,108.19
clip_sample_001,6,1533151610762404,car,0.06969,690.67,439.96,723.99,492.76,108.19
clip_sample_001,6,1533151610762404,car,0.06734,714.82,447.8,750.22,488.88,108.19
clip_sample_001,6,1533151610762404,truck,0.06388,645.27,435.46,718.06,496.21,108.19
clip_sample_001,6,1533151610762404,car,0.06061,1414.13,441.5,1487.62,477.35,108.19
clip_sample_001,6,1533151610762404,truck,0.0603,862.02,453.76,907.5,492.46,108.19
clip_sample_001,7,1533151610862404,car,0.92109,1180.07,466.52,1599.66,682.75,93.59
clip_sample_001,7,1533151610862404,car,0.91721,49.78,459.94,572.78,654.11,93.59
clip_sample_001,7,1533151610862404,car,0.84504,861.6,454.93,906.83,493.73,93.59
clip_sample_001,7,1533151610862404,car,0.78222,512.89,466.7,669.86,561.89,93.59
clip_sample_001,7,1533151610862404,car,0.58931,767.07,446.58,802.32,474.47,93.59
clip_sample_001,7,1533151610862404,car,0.58322,972.94,450.59,1053.52,501.9,93.59
clip_sample_001,7,1533151610862404,person,0.4546,0.07,482.03,36.56,588.34,93.59
clip_sample_001,7,1533151610862404,car,0.3578,642.58,435.89,717.21,497.92,93.59
clip_sample_001,7,1533151610862404,person,0.33003,52.66,479.46,89.72,570.23,93.59
clip_sample_001,7,1533151610862404,car,0.24736,810.94,452.23,841.05,467.25,93.59
clip_sample_001,7,1533151610862404,car,0.22537,1262.55,442.52,1315.38,480.07,93.59
clip_sample_001,7,1533151610862404,car,0.21619,483.0,459.63,545.62,500.8,93.59
clip_sample_001,7,1533151610862404,car,0.19382,910.34,450.77,949.44,476.33,93.59
clip_sample_001,7,1533151610862404,car,0.17861,717.97,446.21,751.17,486.2,93.59
clip_sample_001,7,1533151610862404,traffic light,0.16807,1231.15,283.0,1266.33,338.1,93.59
clip_sample_001,7,1533151610862404,car,0.13381,953.7,449.78,992.78,480.59,93.59
clip_sample_001,7,1533151610862404,car,0.1177,935.21,449.73,958.81,477.92,93.59
clip_sample_001,7,1533151610862404,car,0.11418,956.41,452.78,992.82,494.84,93.59
clip_sample_001,7,1533151610862404,car,0.10811,683.26,450.51,719.78,495.28,93.59
clip_sample_001,7,1533151610862404,car,0.10468,983.84,451.98,1051.99,501.98,93.59
clip_sample_001,7,1533151610862404,car,0.09385,715.77,449.34,749.58,489.68,93.59
clip_sample_001,7,1533151610862404,car,0.08589,804.18,452.11,823.49,470.46,93.59
clip_sample_001,7,1533151610862404,truck,0.08071,861.6,454.93,906.83,493.73,93.59
clip_sample_001,7,1533151610862404,car,0.0673,1166.8,450.36,1201.08,480.07,93.59
clip_sample_001,7,1533151610862404,car,0.06719,646.44,444.57,717.09,498.1,93.59
clip_sample_001,7,1533151610862404,person,0.06563,58.48,479.32,88.53,537.63,93.59
clip_sample_001,7,1533151610862404,car,0.0626,690.82,439.29,723.34,494.04,93.59
clip_sample_001,7,1533151610862404,truck,0.05377,642.58,435.89,717.21,497.92,93.59
clip_sample_001,7,1533151610862404,car,0.0523,646.77,454.12,692.66,498.94,93.59
clip_sample_001,8,1533151610912404,car,0.9291,59.71,460.25,587.44,653.69,130.09
clip_sample_001,8,1533151610912404,car,0.83948,862.26,455.56,906.33,494.66,130.09
clip_sample_001,8,1533151610912404,car,0.78269,525.06,468.75,667.55,564.17,130.09
clip_sample_001,8,1533151610912404,car,0.73097,1196.21,466.84,1599.95,685.88,130.09
clip_sample_001,8,1533151610912404,car,0.69617,969.54,452.49,1053.56,503.09,130.09
clip_sample_001,8,1533151610912404,car,0.65707,767.4,447.95,801.61,475.65,130.09
clip_sample_001,8,1533151610912404,person,0.63226,50.88,479.21,90.6,569.24,130.09
clip_sample_001,8,1533151610912404,person,0.47585,0.05,492.16,29.81,591.22,130.09
clip_sample_001,8,1533151610912404,car,0.30434,1195.17,466.88,1599.45,685.82,130.09
clip_sample_001,8,1533151610912404,car,0.30001,640.85,439.34,716.78,499.12,130.09
clip_sample_001,8,1533151610912404,car,0.25125,809.39,450.98,842.12,469.1,130.09
clip_sample_001,8,1533151610912404,car,0.24314,1264.84,441.68,1316.18,482.4,130.09
clip_sample_001,8,1533151610912404,car,0.22176,469.44,459.65,544.91,501.35,130.09
clip_sample_001,8,1533151610912404,car,0.16554,717.74,449.33,750.97,488.0,130.09
clip_sample_001,8,1533151610912404,car,0.16158,804.66,451.85,828.62,471.35,130.09
clip_sample_001,8,1533151610912404,car,0.1487,685.5,452.63,719.2,496.38,130.09
clip_sample_001,8,1533151610912404,car,0.14764,715.85,452.43,750.78,490.58,130.09
clip_sample_001,8,1533151610912404,car,0.14492,913.88,452.02,949.2,476.54,130.09
clip_sample_001,8,1533151610912404,car,0.11907,936.37,450.9,959.29,477.5,130.09
clip_sample_001,8,1533151610912404,car,0.1184,645.77,446.51,716.69,499.27,130.09
clip_sample_001,8,1533151610912404,traffic light,0.10729,1232.22,283.0,1267.49,335.34,130.09
clip_sample_001,8,1533151610912404,car,0.10162,1577.42,451.55,1599.25,513.49,130.09
clip_sample_001,8,1533151610912404,person,0.09486,1232.91,423.14,1268.75,530.63,130.09
clip_sample_001,8,1533151610912404,car,0.09441,960.47,454.58,992.19,496.4,130.09
clip_sample_001,8,1533151610912404,truck,0.08585,862.26,455.56,906.33,494.66,130.09
clip_sample_001,8,1533151610912404,car,0.08245,957.28,450.6,994.29,479.89,130.09
clip_sample_001,8,1533151610912404,car,0.07936,1167.52,450.36,1202.49,479.42,130.09
clip_sample_001,8,1533151610912404,car,0.07623,643.78,454.99,693.84,500.49,130.09
clip_sample_001,8,1533151610912404,person,0.07618,1577.42,451.55,1599.25,513.49,130.09
clip_sample_001,8,1533151610912404,car,0.06913,691.1,441.67,723.2,495.82,130.09
clip_sample_001,8,1533151610912404,person,0.05459,582.2,444.14,603.91,475.01,130.09
clip_sample_001,8,1533151610912404,car,0.05442,742.26,449.34,759.56,482.05,130.09
clip_sample_001,8,1533151610912404,car,0.05313,1132.37,446.56,1160.84,490.73,130.09
clip_sample_001,9,1533151611012404,car,0.93256,1212.12,470.73,1600.0,695.9,118.4
clip_sample_001,9,1533151611012404,car,0.92779,84.88,459.33,609.57,654.24,118.4
clip_sample_001,9,1533151611012404,car,0.8266,861.78,457.56,906.08,495.59,118.4
clip_sample_001,9,1533151611012404,car,0.80298,516.94,470.8,665.99,563.67,118.4
clip_sample_001,9,1533151611012404,person,0.7206,37.52,483.83,76.68,586.43,118.4
clip_sample_001,9,1533151611012404,car,0.6848,767.71,449.29,801.81,477.67,118.4
clip_sample_001,9,1533151611012404,car,0.48214,990.64,455.09,1052.34,504.46,118.4
clip_sample_001,9,1533151611012404,person,0.40026,0.71,501.32,23.59,566.66,118.4
clip_sample_001,9,1533151611012404,car,0.26886,715.93,455.26,750.34,492.53,118.4
clip_sample_001,9,1533151611012404,car,0.24184,1272.47,443.2,1320.43,482.28,118.4
clip_sample_001,9,1533151611012404,car,0.2154,961.37,454.42,1015.06,502.26,118.4
clip_sample_001,9,1533151611012404,car,0.18743,481.9,464.4,538.58,504.42,118.4
clip_sample_001,9,1533151611012404,car,0.17261,938.27,454.37,963.94,479.45,118.4
clip_sample_001,9,1533151611012404,car,0.17115,811.38,453.04,843.19,471.86,118.4
clip_sample_001,9,1533151611012404,car,0.16052,1279.79,447.49,1321.05,479.48,118.4
clip_sample_001,9,1533151611012404,car,0.15275,641.03,440.06,716.79,503.89,118.4
clip_sample_001,9,1533151611012404,car,0.14517,685.11,456.32,720.08,499.44,118.4
clip_sample_001,9,1533151611012404,car,0.13498,909.93,454.82,949.17,477.99,118.4
clip_sample_001,9,1533151611012404,car,0.13319,667.86,453.2,717.15,503.31,118.4
clip_sample_001,9,1533151611012404,car,0.12969,961.28,456.55,995.58,497.79,118.4
clip_sample_001,9,1533151611012404,car,0.1212,1169.45,452.57,1205.55,477.97,118.4
clip_sample_001,9,1533151611012404,car,0.11147,715.84,454.16,749.74,488.59,118.4
clip_sample_001,9,1533151611012404,car,0.11028,1164.26,445.02,1242.83,483.26,118.4
clip_sample_001,9,1533151611012404,car,0.09392,644.25,455.66,694.26,505.78,118.4
clip_sample_001,9,1533151611012404,car,0.08958,722.0,457.41,755.68,487.98,118.4
clip_sample_001,9,1533151611012404,truck,0.08455,861.78,457.56,906.08,495.59,118.4
clip_sample_001,9,1533151611012404,car,0.08453,942.13,456.98,965.04,484.06,118.4
clip_sample_001,9,1533151611012404,car,0.08429,1332.71,445.21,1369.25,474.16,118.4
clip_sample_001,9,1533151611012404,car,0.0814,805.95,452.7,827.61,472.37,118.4
clip_sample_001,9,1533151611012404,car,0.06584,958.0,453.3,993.91,479.95,118.4
clip_sample_001,9,1533151611012404,car,0.06461,739.08,455.76,760.33,483.12,118.4
clip_sample_001,9,1533151611012404,car,0.06093,639.7,439.88,704.98,503.29,118.4
clip_sample_001,9,1533151611012404,car,0.05805,93.68,473.71,188.74,577.65,118.4
clip_sample_001,10,1533151611112404,car,0.91718,1207.2,470.99,1600.0,701.58,97.71
clip_sample_001,10,1533151611112404,car,0.89366,107.95,459.39,633.71,656.82,97.71
clip_sample_001,10,1533151611112404,car,0.77682,524.43,472.22,663.61,557.38,97.71
clip_sample_001,10,1533151611112404,person,0.71127,21.88,478.52,66.51,594.14,97.71
clip_sample_001,10,1533151611112404,car,0.7058,861.97,460.63,906.02,497.33,97.71
clip_sample_001,10,1533151611112404,car,0.46143,769.14,453.09,801.44,478.96,97.71
clip_sample_001,10,1533151611112404,car,0.45357,963.14,455.97,1054.21,507.26,97.71
clip_sample_001,10,1533151611112404,car,0.30647,484.96,465.51,536.98,504.72,97.71
clip_sample_001,10,1533151611112404,person,0.2509,19.93,478.6,68.11,593.24,97.71
clip_sample_001,10,1533151611112404,car,0.24862,716.26,456.37,751.68,494.53,97.71
clip_sample_001,10,1533151611112404,car,0.24694,991.69,458.11,1053.9,506.36,97.71
clip_sample_001,10,1533151611112404,car,0.186,808.77,453.42,844.7,473.95,97.71
clip_sample_001,10,1533151611112404,car,0.1763,683.78,457.1,719.85,501.94,97.71
clip_sample_001,10,1533151611112404,person,0.15214,1229.71,456.75,1258.55,536.08,97.71
clip_sample_001,10,1533151611112404,car,0.1356,642.08,441.26,716.86,506.12,97.71
clip_sample_001,10,1533151611112404,car,0.13483,668.12,452.63,717.91,505.28,97.71
clip_sample_001,10,1533151611112404,car,0.12084,640.86,455.44,698.36,506.72,97.71
clip_sample_001,10,1533151611112404,car,0.12044,721.23,457.99,756.9,490.56,97.71
clip_sample_001,10,1533151611112404,car,0.10996,957.62,458.34,994.91,499.46,97.71
clip_sample_001,10,1533151611112404,car,0.109,1171.61,454.61,1204.39,476.32,97.71
clip_sample_001,10,1533151611112404,car,0.10579,805.65,455.52,829.33,474.57,97.71
clip_sample_001,10,1533151611112404,car,0.10416,931.21,456.6,958.52,480.48,97.71
clip_sample_001,10,1533151611112404,car,0.10151,907.95,456.47,954.41,480.39,97.71
clip_sample_001,10,1533151611112404,car,0.09964,1283.35,448.14,1323.29,479.69,97.71
clip_sample_001,10,1533151611112404,car,0.08745,768.78,456.98,799.79,479.54,97.71
clip_sample_001,10,1533151611112404,car,0.08324,714.68,454.58,748.85,489.28,97.71
clip_sample_001,10,1533151611112404,car,0.06824,943.59,458.8,960.83,485.32,97.71
clip_sample_001,10,1533151611112404,car,0.06493,912.27,457.76,952.46,482.87,97.71
clip_sample_001,10,1533151611112404,car,0.05752,1274.31,447.26,1321.35,482.18,97.71
clip_sample_001,10,1533151611112404,truck,0.05638,861.97,460.63,906.02,497.33,97.71
clip_sample_001,10,1533151611112404,person,0.05159,0.0,526.1,9.46,579.34,97.71
clip_sample_001,11,1533151611162404,car,0.92535,1220.11,473.8,1599.99,703.18,98.54
clip_sample_001,11,1533151611162404,car,0.90107,121.86,459.06,654.91,653.7,98.54
clip_sample_001,11,1533151611162404,person,0.7265,10.02,480.74,59.35,595.19,98.54
clip_sample_001,11,1533151611162404,car,0.72421,861.73,460.02,906.09,497.6,98.54
clip_sample_001,11,1533151611162404,car,0.58367,526.85,472.61,661.55,554.65,98.54
clip_sample_001,11,1533151611162404,person,0.56441,13.76,482.49,57.27,594.69,98.54
clip_sample_001,11,1533151611162404,car,0.45657,963.49,456.18,1053.9,507.35,98.54
clip_sample_001,11,1533151611162404,car,0.45302,768.44,454.21,801.15,479.25,98.54
