clip_name,instance_token,category,split,method,role,frame_number,track_id,recovered,evidence_source,center_error_px,iou,identity_preserved_before_to_after
clip_sample_011,155047a77309452a908e6c96ddd60b55,human.pedestrian.adult,evaluation,high_confidence_sort,before,19,8,True,high_score_detection,22.063920101706344,0.34990886796078097,False
clip_sample_011,155047a77309452a908e6c96ddd60b55,human.pedestrian.adult,evaluation,high_confidence_sort,event,25,8,True,high_score_detection,41.0953821578626,0.36852357714134265,False
clip_sample_011,155047a77309452a908e6c96ddd60b55,human.pedestrian.adult,evaluation,high_confidence_sort,after,31,22,True,high_score_detection,33.36907402903484,0.31174253382941425,False
clip_sample_011,155047a77309452a908e6c96ddd60b55,human.pedestrian.adult,evaluation,bytetrack,before,19,9,True,high_score_detection,23.697300013390905,0.344812353830665,False
clip_sample_011,155047a77309452a908e6c96ddd60b55,human.pedestrian.adult,evaluation,bytetrack,event,25,9,True,high_score_detection,42.94697544305406,0.3693305132558616,False
clip_sample_011,155047a77309452a908e6c96ddd60b55,human.pedestrian.adult,evaluation,bytetrack,after,31,24,True,high_score_detection,33.36907402903484,0.31174253382941425,False
clip_sample_011,8c3247533921448abe371a59d4696252,human.pedestrian.adult,evaluation,high_confidence_sort,before,1,1,True,high_score_detection,2.276010764473684,0.6148523371033057,False
clip_sample_011,8c3247533921448abe371a59d4696252,human.pedestrian.adult,evaluation,high_confidence_sort,event,7,,False,,,0.0,False
clip_sample_011,8c3247533921448abe371a59d4696252,human.pedestrian.adult,evaluation,high_confidence_sort,after,13,,False,,,0.0,False
clip_sample_011,8c3247533921448abe371a59d4696252,human.pedestrian.adult,evaluation,bytetrack,before,1,3,True,high_score_detection,2.276010764473684,0.6148523371033057,True
clip_sample_011,8c3247533921448abe371a59d4696252,human.pedestrian.adult,evaluation,bytetrack,event,7,3,True,low_score_detection,11.877683328862615,0.5857845166225855,True
clip_sample_011,8c3247533921448abe371a59d4696252,human.pedestrian.adult,evaluation,bytetrack,after,13,3,True,low_score_detection,8.041124723814915,0.6438536130223694,True
clip_sample_011,c530e58bfaaf4ba38bf0f66c11381d7b,human.pedestrian.adult,evaluation,high_confidence_sort,before,19,6,True,high_score_detection,3.0004679240979577,0.7030101065639156,False
clip_sample_011,c530e58bfaaf4ba38bf0f66c11381d7b,human.pedestrian.adult,evaluation,high_confidence_sort,event,25,,False,,,0.0,False
clip_sample_011,c530e58bfaaf4ba38bf0f66c11381d7b,human.pedestrian.adult,evaluation,high_confidence_sort,after,31,,False,,,0.279425863863337,False
clip_sample_011,c530e58bfaaf4ba38bf0f66c11381d7b,human.pedestrian.adult,evaluation,bytetrack,before,19,7,True,high_score_detection,3.0004679240979577,0.7030101065639156,False
clip_sample_011,c530e58bfaaf4ba38bf0f66c11381d7b,human.pedestrian.adult,evaluation,bytetrack,event,25,,False,,,0.0,False
clip_sample_011,c530e58bfaaf4ba38bf0f66c11381d7b,human.pedestrian.adult,evaluation,bytetrack,after,31,,False,,,0.279425863863337,False
clip_sample_003,7a8b24608009457b963da57aa18beb58,vehicle.car,evaluation,high_confidence_sort,before,13,33,True,high_score_detection,10.381593593352676,0.7590861486576692,False
clip_sample_003,7a8b24608009457b963da57aa18beb58,vehicle.car,evaluation,high_confidence_sort,event,19,,False,,,0.27115204318056285,False
clip_sample_003,7a8b24608009457b963da57aa18beb58,vehicle.car,evaluation,high_confidence_sort,after,25,,False,,,0.07460759266864952,False
clip_sample_003,7a8b24608009457b963da57aa18beb58,vehicle.car,evaluation,bytetrack,before,13,34,True,high_score_detection,10.381593593352676,0.7590861486576692,False
clip_sample_003,7a8b24608009457b963da57aa18beb58,vehicle.car,evaluation,bytetrack,event,19,,False,,,0.29803491868867654,False
clip_sample_003,7a8b24608009457b963da57aa18beb58,vehicle.car,evaluation,bytetrack,after,25,,False,,,0.09133392976438048,False
clip_sample_006,11ae216987c84c0abefef802331df41c,vehicle.car,development,high_confidence_sort,before,13,55,True,high_score_detection,5.9542785282288415,0.7840470832909109,True
clip_sample_006,11ae216987c84c0abefef802331df41c,vehicle.car,development,high_confidence_sort,event,19,49,True,high_score_detection,23.941846576236692,0.6441875875160773,True
clip_sample_006,11ae216987c84c0abefef802331df41c,vehicle.car,development,high_confidence_sort,after,25,55,True,high_score_detection,2.608398812582361,0.8475391363135238,True
clip_sample_006,11ae216987c84c0abefef802331df41c,vehicle.car,development,bytetrack,before,13,56,True,high_score_detection,5.9542785282288415,0.7840470832909109,True
clip_sample_006,11ae216987c84c0abefef802331df41c,vehicle.car,development,bytetrack,event,19,56,True,low_score_detection,37.103237025922326,0.7619774042621872,True
clip_sample_006,11ae216987c84c0abefef802331df41c,vehicle.car,development,bytetrack,after,25,56,True,high_score_detection,1.4349909985604055,0.9114352437182442,True
clip_sample_006,ba9b515701e248b0a00c814447cea8a1,vehicle.bicycle,development,high_confidence_sort,before,13,47,True,high_score_detection,43.04405380746506,0.49000901247959733,False
clip_sample_006,ba9b515701e248b0a00c814447cea8a1,vehicle.bicycle,development,high_confidence_sort,event,19,,False,,,0.13740316685357704,False
clip_sample_006,ba9b515701e248b0a00c814447cea8a1,vehicle.bicycle,development,high_confidence_sort,after,25,,False,,,0.0,False
clip_sample_006,ba9b515701e248b0a00c814447cea8a1,vehicle.bicycle,development,bytetrack,before,13,50,True,high_score_detection,43.04405380746506,0.49000901247959733,False
clip_sample_006,ba9b515701e248b0a00c814447cea8a1,vehicle.bicycle,development,bytetrack,event,19,,False,,,0.13740316685357704,False
clip_sample_006,ba9b515701e248b0a00c814447cea8a1,vehicle.bicycle,development,bytetrack,after,25,,False,,,0.0,False
clip_sample_001,045cd82a77a1472499e8c15100cb5ff3,vehicle.car,development,high_confidence_sort,before,8,60,True,high_score_detection,8.286788893752066,0.7676158848000357,False
clip_sample_001,045cd82a77a1472499e8c15100cb5ff3,vehicle.car,development,high_confidence_sort,event,14,60,True,motion_prediction,24.99613822321632,0.49954868883978754,False
clip_sample_001,045cd82a77a1472499e8c15100cb5ff3,vehicle.car,development,high_confidence_sort,after,19,,False,,,0.2837219729573947,False
clip_sample_001,045cd82a77a1472499e8c15100cb5ff3,vehicle.car,development,bytetrack,before,8,66,True,high_score_detection,8.286788893752066,0.7676158848000357,False
clip_sample_001,045cd82a77a1472499e8c15100cb5ff3,vehicle.car,development,bytetrack,event,14,66,True,motion_prediction,31.76092998952809,0.41950490729771467,False
clip_sample_001,045cd82a77a1472499e8c15100cb5ff3,vehicle.car,development,bytetrack,after,19,79,True,high_score_detection,39.67554473476081,0.3103440291070774,False
clip_sample_001,06ff24b7f1e8479b934f1b74348028bc,vehicle.car,development,high_confidence_sort,before,14,64,True,high_score_detection,8.154422656699213,0.716718059624702,True
clip_sample_001,06ff24b7f1e8479b934f1b74348028bc,vehicle.car,development,high_confidence_sort,event,19,64,True,motion_prediction,5.0637014184807505,0.8025837948808171,True
clip_sample_001,06ff24b7f1e8479b934f1b74348028bc,vehicle.car,development,high_confidence_sort,after,25,64,True,high_score_detection,5.5471884518774885,0.8027804139855496,True
clip_sample_001,06ff24b7f1e8479b934f1b74348028bc,vehicle.car,development,bytetrack,before,14,70,True,high_score_detection,7.13999976309317,0.7423577552718844,True
clip_sample_001,06ff24b7f1e8479b934f1b74348028bc,vehicle.car,development,bytetrack,event,19,70,True,low_score_detection,6.641665079194756,0.7709451888120611,True
clip_sample_001,06ff24b7f1e8479b934f1b74348028bc,vehicle.car,development,bytetrack,after,25,70,True,high_score_detection,5.551734447525863,0.8024430986325216,True
clip_sample_001,3620feb00d744241a94855f3a8913a78,vehicle.car,development,high_confidence_sort,before,2,61,True,high_score_detection,16.583461920613388,0.754150214114701,True
clip_sample_001,3620feb00d744241a94855f3a8913a78,vehicle.car,development,high_confidence_sort,event,8,61,True,high_score_detection,7.772376160491228,0.7882380886843721,True
clip_sample_001,3620feb00d744241a94855f3a8913a78,vehicle.car,development,high_confidence_sort,after,14,61,True,high_score_detection,15.693234592823181,0.7174276511673553,True
clip_sample_001,3620feb00d744241a94855f3a8913a78,vehicle.car,development,bytetrack,before,2,67,True,high_score_detection,16.583461920613388,0.754150214114701,True
clip_sample_001,3620feb00d744241a94855f3a8913a78,vehicle.car,development,bytetrack,event,8,67,True,high_score_detection,7.772376160491228,0.7882380886843721,True
clip_sample_001,3620feb00d744241a94855f3a8913a78,vehicle.car,development,bytetrack,after,14,67,True,high_score_detection,15.693234592823181,0.7174276511673553,True
clip_sample_001,9439a24131dc4e1faa3b5b73f518f1da,vehicle.truck,development,high_confidence_sort,before,2,63,True,high_score_detection,7.6871432538672355,0.7433450138780093,False
clip_sample_001,9439a24131dc4e1faa3b5b73f518f1da,vehicle.truck,development,high_confidence_sort,event,8,63,True,motion_prediction,8.27336535294245,0.7129524051127927,False
clip_sample_001,9439a24131dc4e1faa3b5b73f518f1da,vehicle.truck,development,high_confidence_sort,after,14,,False,,,0.06454899369049436,False
clip_sample_001,9439a24131dc4e1faa3b5b73f518f1da,vehicle.truck,development,bytetrack,before,2,69,True,high_score_detection,7.6871432538672355,0.7433450138780093,True
clip_sample_001,9439a24131dc4e1faa3b5b73f518f1da,vehicle.truck,development,bytetrack,event,8,69,True,low_score_detection,7.005810955310627,0.7359973042793265,True
clip_sample_001,9439a24131dc4e1faa3b5b73f518f1da,vehicle.truck,development,bytetrack,after,14,69,True,low_score_detection,7.57890612849506,0.7332935779659253,True
