clip_name,frame_number,sample_data_token,sample_token,instance_token,category,visibility_level,rejected,reject_reason,x1,y1,x2,y2,unclipped_x1,unclipped_y1,unclipped_x2,unclipped_y2,was_clipped,depth_m,num_lidar_pts,num_radar_pts
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,6e71a9ceaf9a4974a1d07a2bd3544506,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2,2
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,72137291381349428afb1038d4e5898c,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,5,4
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,84755505e70547af890aff9db860f692,vehicle.car,v0-40,False,,1176.95,428.62,1261.45,478.86,1176.95,428.62,1261.45,478.86,False,53.557,0,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,84d4bf98117e477dae6b51bf1bf5c8bb,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,8ce4fe54af77467d90c840465f69677f,vehicle.car,v0-40,False,,1238.92,423.79,1325.83,473.12,1238.92,423.79,1325.83,473.12,False,54.342,0,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,9439a24131dc4e1faa3b5b73f518f1da,vehicle.truck,v60-80,False,,637.71,431.8,716.29,500.83,637.71,431.8,716.29,500.83,False,59.22,1,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,996d9e039f7a4838ac48d5409ca89732,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,7,2
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,99fbf1b9bf474215a4e8ad562bb7e9b2,human.pedestrian.adult,v0-40,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,9e5f09bc19cd473dae219194ada64f3d,vehicle.car,v0-40,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,6,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,a6ca1e8c4eee458cb4981e02f58c954f,vehicle.car,v0-40,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,ab8d210d019b44abae3c4e0eee6ce8ba,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,1
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,ad2ae385245f46d49b4d06f87e2ac544,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,7,2
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,b3412553d70f40b3a1d19a0eb8529a08,human.pedestrian.adult,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,11,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,bc6bc2b076b24fc79ed0517f5747c1cf,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,5,1
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,bfe685042aa34ab7b2b2f24ee0f1645f,static_object.bicycle_rack,v0-40,False,,532.61,466.86,665.97,517.8,532.61,466.86,665.97,517.8,False,43.785,1,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,c1fe224b76cc49e294847788c443e470,human.pedestrian.adult,v0-40,False,,107.64,477.84,166.75,586.44,107.64,477.84,166.75,586.44,False,20.895,1,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,c34cb46c7be6486a85ee49653850b174,human.pedestrian.adult,v60-80,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,6,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,c6439c068e7045898c3a4ef0a96dea45,human.pedestrian.child,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,d0f5aace57684923b8a44b554b006fb2,vehicle.car,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,557,1
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,dc762bf1bc694d3e8141bf592f9b1456,vehicle.car,v80-100,False,,0.0,445.8,558.33,638.67,-3.12,445.8,558.33,638.67,True,13.249,131,5
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,dce1fda2d70945c792dcc27074ec6aa9,vehicle.car,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,72,2
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,e147a4c07e06487592fb5d6135c27a78,human.pedestrian.adult,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,24,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,e73ba8faf67d40c8b6b653489393ef8b,vehicle.car,v80-100,False,,1227.94,433.12,1302.47,480.22,1227.94,433.12,1302.47,480.22,False,47.88,0,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,eaaf60765ee8478f8e0bd4942571c6fb,vehicle.car,v0-40,False,,308.7,477.19,485.87,569.87,308.7,477.19,485.87,569.87,False,25.664,1,1
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,ead6a822f86c432481c0a9d2e4e4f827,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0,1
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,f1010738ac3a4f56b936fa3a077571b5,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,f3995943006145ca8a7bc375527f0aba,vehicle.car,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,fa107c6dd0dc4d15b94b86cbf5b990c0,human.pedestrian.adult,v60-80,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,fef3f0c1f8f944e393315c5460263f17,human.pedestrian.adult,v0-40,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,0
clip_sample_001,2,562a992ab3724ba1873439cb5aa79c5f,f753d3f87e5b40af87ff2cbf7c8e7082,ff7dc6c94901476e9b5f6198e3b2103f,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,045cd82a77a1472499e8c15100cb5ff3,vehicle.car,v80-100,False,,497.98,466.09,674.07,571.06,497.98,466.09,674.07,571.06,False,21.154,22,3
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,06509e54d29547119ed212877c7f310f,movable_object.pushable_pullable,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,4,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,06ff24b7f1e8479b934f1b74348028bc,vehicle.car,v80-100,False,,995.58,454.05,1055.61,505.12,995.58,454.05,1055.61,505.12,False,41.393,7,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,0809d64df9264121bead0772ee9b5984,human.pedestrian.adult,v0-40,False,,1223.44,444.5,1259.44,524.04,1223.44,444.5,1259.44,524.04,False,28.017,1,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,09810748e6c04aacb393ebf14fafa5e8,human.pedestrian.adult,v60-80,False,,1549.82,449.76,1600.0,618.69,1549.82,448.46,1658.57,618.69,True,13.751,9,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,0bfc7d407d09490cba7ac57897fcb100,vehicle.car,v0-40,False,,1333.68,431.15,1499.88,514.68,1333.68,431.15,1499.88,514.68,False,27.785,2,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,200c440c0e9b4627ad4f3047227016a2,vehicle.car,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,8,4
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,2ef4b4d20b064d34b754f68e48f5a5c2,vehicle.car,v0-40,False,,413.71,455.79,558.87,544.03,413.71,455.79,558.87,544.03,False,30.801,1,1
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,34aaf645a4174c6c8ff1874e6b33ccf6,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,4,3
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,3620feb00d744241a94855f3a8913a78,vehicle.car,v80-100,False,,1188.41,451.5,1600.0,713.3,1188.41,448.37,1745.81,713.3,True,9.833,188,3
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,3b19bb63d0924f4da3034819357d6c8b,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,3c7331d16ac6439e9bd5a57d75976446,human.pedestrian.child,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,10,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,48d06a263b314b48bd41343ea5f5d158,vehicle.car,v0-40,False,,933.96,450.84,963.97,482.35,933.96,450.84,963.97,482.35,False,81.191,0,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,4ce8f37952ad4203b1f5b23c728fb2e6,human.pedestrian.adult,v80-100,False,,0.0,484.11,46.26,601.02,-36.74,484.11,46.26,602.08,True,18.415,5,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,5d77c275683248658e7564ef24bf63b2,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,5,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,5dd3f11916924b7cb93687c10c7c83b6,human.pedestrian.adult,v0-40,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,62cd175b56cf4caa887eaf3462ccde5a,movable_object.trafficcone,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,6346de1c47584b34833d6df500d2ed6c,vehicle.car,v40-60,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,11,1
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,6702a65bda8b4e2da8ac270c26e425bd,vehicle.motorcycle,v80-100,False,,1138.19,456.27,1157.76,498.39,1138.19,456.27,1157.76,498.39,False,41.161,1,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,68a40df2846e4298af0417ea12721b5c,human.pedestrian.adult,v60-80,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,6e71a9ceaf9a4974a1d07a2bd3544506,human.pedestrian.adult,v0-40,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,72137291381349428afb1038d4e5898c,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,6,2
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,84755505e70547af890aff9db860f692,vehicle.car,v0-40,False,,1186.4,432.71,1274.34,484.41,1186.4,432.71,1274.34,484.41,False,52.092,0,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,84d4bf98117e477dae6b51bf1bf5c8bb,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,8ce4fe54af77467d90c840465f69677f,vehicle.car,v0-40,False,,1249.8,428.69,1340.23,479.41,1249.8,428.69,1340.23,479.41,False,52.894,0,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,9439a24131dc4e1faa3b5b73f518f1da,vehicle.truck,v60-80,False,,632.28,435.21,713.3,506.04,632.28,435.21,713.3,506.04,False,57.768,1,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,996d9e039f7a4838ac48d5409ca89732,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,3
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,99fbf1b9bf474215a4e8ad562bb7e9b2,human.pedestrian.adult,v0-40,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,9e5f09bc19cd473dae219194ada64f3d,vehicle.car,v0-40,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,5,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,a6ca1e8c4eee458cb4981e02f58c954f,vehicle.car,v0-40,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,ab8d210d019b44abae3c4e0eee6ce8ba,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,4,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,ad2ae385245f46d49b4d06f87e2ac544,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,9,1
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,b3412553d70f40b3a1d19a0eb8529a08,human.pedestrian.adult,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,17,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,bc6bc2b076b24fc79ed0517f5747c1cf,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,4,1
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,bfe685042aa34ab7b2b2f24ee0f1645f,static_object.bicycle_rack,v0-40,False,,520.15,471.38,661.21,524.09,520.15,471.38,661.21,524.09,False,42.328,0,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,c1fe224b76cc49e294847788c443e470,human.pedestrian.adult,v80-100,False,,29.29,481.45,96.71,601.45,29.29,481.45,96.71,601.45,False,18.93,8,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,c34cb46c7be6486a85ee49653850b174,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,21,1
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,c6439c068e7045898c3a4ef0a96dea45,human.pedestrian.child,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,d0f5aace57684923b8a44b554b006fb2,vehicle.car,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,473,2
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,dc762bf1bc694d3e8141bf592f9b1456,vehicle.car,v80-100,False,,13.73,443.74,619.73,655.1,13.73,443.74,619.73,655.1,False,12.206,157,8
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,dce1fda2d70945c792dcc27074ec6aa9,vehicle.car,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,88,2
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,e147a4c07e06487592fb5d6135c27a78,human.pedestrian.adult,v80-100,True,projected box falls entirely outside the image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,22,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,e73ba8faf67d40c8b6b653489393ef8b,vehicle.car,v60-80,False,,1240.07,436.94,1318.09,485.56,1240.07,436.94,1318.09,485.56,False,46.415,0,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,eaaf60765ee8478f8e0bd4942571c6fb,vehicle.car,v0-40,False,,269.95,483.47,464.51,583.05,269.95,483.47,464.51,583.05,False,24.078,2,0
clip_sample_001,8,a1c59120cae444969fe633dce315bfaf,b22fa0b3c34f47b6a360b60f35d5d567,ead6a822f86c432481c0a9d2e4e4f827,human.pedestrian.adult,v80-100,True,all corners behind or at the camera plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2,1
