clip,frame_number,timestamp,class,confidence,x1,y1,x2,y2,inference_time_ms,cache_key
clip_sample_001,1,1533151610362404,car,0.09187,409.14,475.05,489.88,528.08,93.29,7a471f26245b58844cb4d0971aa5d924a2e408f6f9efe01b28c6be6365dc7587
clip_sample_001,1,1533151610362404,traffic light,0.08972,1196.23,296.53,1228.16,334.48,93.29,7a471f26245b58844cb4d0971aa5d924a2e408f6f9efe01b28c6be6365dc7587
clip_sample_001,1,1533151610362404,car,0.08137,696.81,445.13,723.23,492.37,93.29,7a471f26245b58844cb4d0971aa5d924a2e408f6f9efe01b28c6be6365dc7587
clip_sample_001,1,1533151610362404,car,0.07984,1083.54,452.38,1134.7,483.03,93.29,7a471f26245b58844cb4d0971aa5d924a2e408f6f9efe01b28c6be6365dc7587
clip_sample_001,1,1533151610362404,car,0.07414,1125.4,448.66,1146.99,487.14,93.29,7a471f26245b58844cb4d0971aa5d924a2e408f6f9efe01b28c6be6365dc7587
clip_sample_001,1,1533151610362404,truck,0.07255,647.99,434.21,720.91,495.07,93.29,7a471f26245b58844cb4d0971aa5d924a2e408f6f9efe01b28c6be6365dc7587
clip_sample_001,1,1533151610362404,truck,0.06732,1139.44,448.78,1191.05,518.52,93.29,7a471f26245b58844cb4d0971aa5d924a2e408f6f9efe01b28c6be6365dc7587
clip_sample_001,1,1533151610362404,car,0.05996,678.67,438.1,724.51,491.9,93.29,7a471f26245b58844cb4d0971aa5d924a2e408f6f9efe01b28c6be6365dc7587
clip_sample_001,2,1533151610412404,car,0.92236,3.66,462.46,506.83,643.78,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.88396,533.7,463.75,677.41,556.48,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.82276,862.28,451.07,910.9,492.39,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.75438,1161.12,461.74,1556.29,652.32,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.65258,976.44,447.27,1047.73,496.86,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.63868,647.81,432.92,721.0,495.57,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.46852,770.78,442.33,800.78,470.3,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.2937,813.05,447.36,838.21,464.32,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.28594,477.29,457.41,554.59,531.27,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.28094,720.26,441.28,751.62,478.71,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.22631,933.75,446.3,962.19,475.85,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.20789,958.63,447.1,995.74,483.44,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.16609,911.84,446.87,955.41,470.51,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.16122,722.04,443.06,756.85,476.96,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.15783,1236.22,434.56,1301.27,472.56,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.12979,1162.78,462.13,1555.42,652.81,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.11492,1123.36,445.85,1148.48,487.68,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.10232,957.9,448.87,994.28,492.63,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,traffic light,0.1023,1200.99,292.95,1231.24,336.99,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.09171,687.23,442.87,723.25,493.39,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,truck,0.08186,1139.96,448.34,1192.93,517.41,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.07041,1081.44,451.11,1133.52,482.19,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,person,0.06945,1486.83,447.03,1518.04,518.17,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.06556,680.27,437.13,725.14,492.52,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.06421,1139.96,448.34,1192.93,517.41,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.0634,1238.64,433.29,1300.31,466.04,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,truck,0.06286,647.81,432.92,721.0,495.57,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,2,1533151610412404,car,0.0513,808.01,446.0,828.76,465.44,90.63,884d8631e338885d26951f964878327a22db2bbe3285cba32b6123b0a7b8bb3a
clip_sample_001,3,1533151610512404,car,0.93199,5.98,461.76,513.96,646.06,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.90723,1168.93,464.48,1581.53,661.95,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.89631,529.95,464.06,674.79,558.16,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.8315,862.66,452.44,910.1,492.83,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.66216,982.34,448.48,1048.26,497.94,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,person,0.51277,1503.93,446.29,1538.16,519.1,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.49157,769.88,442.89,801.2,470.66,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.46643,646.86,433.48,720.11,496.41,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.30103,813.14,445.56,838.38,463.87,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.24737,472.29,459.21,553.92,532.07,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.22863,720.0,444.64,751.51,481.02,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,traffic light,0.22108,1210.93,290.96,1238.95,335.93,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.21878,931.24,446.27,960.26,477.82,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.19795,957.69,447.43,994.27,484.33,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.18393,913.84,448.49,955.1,474.25,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.15159,408.51,477.24,470.61,504.43,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.13682,1240.83,435.34,1306.36,474.78,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.12383,956.31,448.87,993.96,493.15,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.10543,692.08,445.69,722.25,494.12,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.10466,723.73,444.4,757.27,478.27,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.0962,492.08,458.26,554.44,525.45,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.09516,407.39,477.18,467.54,502.39,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.08112,651.86,443.8,711.01,495.68,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.07362,690.99,438.64,724.15,493.41,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,truck,0.06655,646.86,433.48,720.11,496.41,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.06505,634.54,459.59,672.76,499.25,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.06204,1089.47,451.7,1128.3,482.41,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.05875,402.47,475.94,509.15,530.9,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.05764,844.76,450.91,867.77,465.77,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.05676,1385.75,436.96,1467.15,477.71,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,truck,0.05433,862.66,452.44,910.1,492.83,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.05416,962.87,448.93,1004.98,488.31,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,3,1533151610512404,car,0.05214,715.96,445.81,750.26,488.92,92.66,f9da850ec77760122801b574839d6c670caeefd9fcd411b9cdba3d37ca04e22a
clip_sample_001,4,1533151610612404,car,0.92161,11.3,461.24,525.71,649.46,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.9031,1173.59,464.46,1600.0,665.49,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.86398,520.23,465.41,672.23,559.92,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.83809,861.27,453.29,908.39,492.86,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.68584,985.89,448.53,1049.41,499.0,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.45591,769.43,444.31,799.97,471.12,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.42393,644.68,435.24,720.02,496.33,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.25142,399.78,477.3,466.78,505.73,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.22409,812.18,450.08,836.57,465.74,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.19226,719.01,445.61,753.01,483.39,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.17949,911.89,449.76,950.95,473.84,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.16384,950.17,449.69,994.08,493.94,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.16039,1249.51,438.41,1312.05,478.14,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.15848,949.74,447.46,995.77,486.97,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.15236,936.33,447.81,963.1,478.76,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,traffic light,0.15113,1217.02,289.13,1243.59,332.08,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.11163,400.76,477.03,462.97,501.37,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,person,0.10542,1515.97,447.08,1554.3,520.56,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.09398,687.76,448.41,722.68,493.5,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,person,0.08106,1522.14,447.84,1555.41,521.23,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,person,0.08041,266.26,477.61,299.39,512.8,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.07935,643.64,444.1,719.07,496.42,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.07758,690.99,440.12,724.88,491.97,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.07752,495.95,459.4,548.59,498.75,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.07491,733.31,447.74,759.59,478.67,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.06636,716.66,449.47,751.04,488.03,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,truck,0.0633,861.27,453.29,908.39,492.86,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.06042,803.27,447.25,824.47,467.95,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.05986,1092.13,451.46,1130.73,482.06,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.05825,646.44,453.07,696.0,498.18,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,car,0.05376,454.41,461.07,545.74,504.33,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,4,1533151610612404,person,0.05085,1471.08,435.35,1492.18,481.42,92.28,4e607a40858400901657ce555d036dc8ff098d583c1aa57c19c09da2b1ce15bf
clip_sample_001,5,1533151610662404,car,0.92984,17.11,460.39,533.46,650.98,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.9113,1173.43,464.45,1600.0,670.95,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.85252,523.3,465.78,671.46,559.25,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.84868,861.6,452.71,908.18,492.71,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.67101,982.72,448.86,1050.33,499.07,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.52594,767.65,444.72,800.26,472.04,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.51643,644.76,435.95,719.11,496.83,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.27216,812.16,449.85,837.24,465.78,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,person,0.20637,19.63,483.22,56.65,565.63,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.19934,1252.87,440.17,1311.18,477.98,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.18859,398.6,477.51,465.4,505.58,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.17404,717.1,442.69,750.99,484.21,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.16659,937.02,448.14,964.67,479.04,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.15409,912.78,449.96,949.96,473.37,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.13434,949.72,448.12,995.24,485.55,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.12086,953.6,450.79,994.34,494.76,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,traffic light,0.11199,1221.4,288.38,1248.07,335.05,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.11006,399.09,477.42,460.69,501.23,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,person,0.104,1218.15,406.75,1251.98,521.4,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.09069,486.61,458.85,545.8,503.51,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.08767,805.36,447.93,826.73,468.06,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.08271,685.01,446.06,721.79,494.36,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,person,0.07982,1527.89,449.67,1563.98,523.07,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.07935,488.67,458.2,546.96,501.82,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,person,0.07204,268.32,478.58,298.81,511.13,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.06836,1403.69,436.11,1483.27,476.9,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.06437,693.09,439.86,725.66,493.1,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.06341,735.13,445.9,758.68,479.47,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,truck,0.06119,861.6,452.71,908.18,492.71,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.06003,763.19,444.51,796.54,473.44,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,car,0.0547,713.93,446.79,747.47,488.87,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,5,1533151610662404,truck,0.05443,644.76,435.95,719.11,496.83,89.6,d2776d91b7d5db209f7487f2fc308aa18d25cc0054662a371163874347f619da
clip_sample_001,6,1533151610762404,car,0.92925,1184.9,464.45,1600.0,677.83,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,car,0.92598,30.82,460.38,550.39,653.63,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,car,0.86315,528.67,464.64,670.2,559.05,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,car,0.84986,862.02,453.76,907.5,492.46,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,person,0.68164,2.98,478.52,45.14,577.56,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,car,0.6213,988.78,450.76,1051.52,500.22,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,car,0.50941,645.27,435.46,718.06,496.21,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,car,0.5043,768.73,443.78,801.19,471.93,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,car,0.20249,717.69,444.89,751.97,484.58,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
clip_sample_001,6,1533151610762404,car,0.1776,1257.16,441.09,1313.15,477.35,95.51,c7cec5152cc1640d6eb80fb7c4d1b21470c246c4aa2c88d381521dd83ebce18b
